
   1639.55432      -1.57084930      0.414404303     -0.978261054       1158.99109      -3.14106011       58.1810760      -1.51691103       13415.7363       1.57072270       59.9249611       6.92981556E-02
   16397809.0       2.01663465E-06   3433.38281      -7.55675131E-08   679.177734      -4.57533076E-03   581025.000      -7.52508598E-08  -134175744.      -1.65360798E-05  -41481.9844      -2.07169910E-06
  -4300.46094      -6.96555901E-07   16393252.0       1.78213770E-06  -2127.47656       2.11562132E-04   134065184.       1.66125901E-05   590067.312       6.06375988E-06  -12432.3594      -1.57885879E-05
   869.718750      -2.13623048E-06  -2314.96875      -5.41686995E-06   11591153.0       54.9507599      -31324.7500      -1.15966795E-05  -9892.93750      -1.22070310E-06  -597965.125       1.43951410E-03
   520696.281      -8.64006597E-06   133824720.       1.95174853E-05  -29290.2031       1.13410829E-02   1.09748301E+09   1.65106350E-04   303003.000       7.54649955E-05  -56785.5000       4.67031241E-05
  -133942624.      -2.10426751E-05   529277.625      -4.63683136E-06  -8176.79688       4.70686480E-02  -177958.000      -3.99255732E-05   1.09887130E+09   1.79083945E-04   159232.625       2.42255628E-05
  -39568.9453      -4.70280639E-07  -16819.1289      -5.72204577E-08  -633016.688     -0.362105489      -102598.000      -1.52111045E-06   143657.031       3.98159000E-06   2765103.25       5.18560412E-08
   41446.0430      -1.57084882       10.8428450      -1.00336170       29590.2500      -3.12985849       1473.90393      -1.51681876       339151.750       1.57072425       1502.40051       7.07117543E-02
   16436603.0      0.382139951       3502.93750       1.35340364E-04   662.789062     -0.584530175       583040.312       1.53205330E-02  -134496048.      -3.12140059      -41793.6094      -1.23964541E-03
  -4373.43750      -6.35078031E-05   16432035.0      0.382536411      -2120.55078       4.74807844E-02   134385216.       3.12359500       592109.438       1.44919334E-02  -12531.6406      -2.06925417E-03
   872.984375      -1.19739876E-03  -2316.46875       3.78255174E-03   11724372.0       6869.30029      -31314.5625      0.110037871      -9913.37500       2.97200494E-02  -596152.250       4.53080940    
   521549.594       8.76543485E-03   134143944.       3.11662459      -29168.9219       1.70095479       1.10011648E+09   25.4410000       307844.500       4.61187288E-02  -57618.1250      -8.01395439E-03
  -134262128.      -3.11827874       530154.438       1.30173098E-02  -8022.46875       6.00236320      -182570.000      -9.20346752E-03   1.10150835E+09   25.4692898       161800.000       1.02923941E-02
  -39872.6328      -6.37317367E-04  -16921.5469      -1.07171021E-04  -632181.875      -41.0255432      -103465.844      -1.34822493E-03   146182.156       5.24322456E-03   2765376.25      -2.87520085E-02
   134173.328      -1.57083285       38.1078835      -1.05511260       96634.0938      -3.10546207       4796.62793      -1.51668310       1098069.62       1.57074261       4764.79980       7.31146485E-02
   16530271.0       23.6477242       3678.32812       1.46397455E-02   640.765625      -3.41966701       587963.000      0.992275953      -135268896.      -193.199234      -42531.8828      -5.10982424E-02
  -4553.35156      -1.53026516E-02   16525654.0       23.6380215      -2103.28320      0.548924804       135157392.       192.998383       597080.000      0.998849750      -12744.5625      -8.91043991E-03
   874.007812      -2.50847824E-02  -2323.60156       8.60934481E-02   11864020.0       38463.2188      -31302.1875       2.00324321      -9909.00000      0.521692693      -591523.812       83.2075958    
   523568.438      0.757844388       134914288.       192.752853      -28926.9844       12.9929256       1.10647130E+09   1573.80627       319795.500      0.920043588      -59423.6250      -8.63573402E-02
  -135033184.      -192.969131       532207.625      0.782437861      -7801.87500       35.0782700      -194299.000     -0.739535868       1.10787200E+09   1576.56348       167895.750      0.429023802    
  -40581.5156      -3.76797095E-02  -17135.8457      -1.08949235E-02  -628743.875      -173.413605      -105276.844      -9.59675387E-02   152048.812      0.306417584       2766202.25     -0.378024101    
   279251.844      -1.57070804       89.9577179      -1.12483871       201218.484      -3.07092023       10070.9277      -1.51624155       2285822.75       1.57087111       9577.12207       7.42831081E-02
   16686284.0       306.183746       3978.30469      0.207596421       629.460938      -10.2777185       596187.250       12.9716988      -136556128.      -2501.84717      -43689.7109     -0.650532722    
  -4859.39844     -0.223276779       16681595.0       306.048798      -2069.84180       2.85859728       136443424.       2499.17065       605358.750       13.1136761      -13095.0156     -0.155074537    
   882.289062     -0.153792620      -2335.35156      0.427883565       11919844.0       108365.672      -31294.3750       11.8544331      -9955.25000       3.00477290      -583889.812       497.748749    
