Nb de frequency :   100
 0.0100
  0.163978E+08  0.343338E+04  0.679178E+03  0.581025E+06 -0.134176E+09 -0.414820E+05
 -0.430046E+04  0.163933E+08 -0.212748E+04  0.134065E+09  0.590067E+06 -0.124324E+05
  0.869719E+03 -0.231497E+04  0.115912E+08 -0.313248E+05 -0.989294E+04 -0.597965E+06
  0.520696E+06  0.133825E+09 -0.292902E+05  0.109748E+10  0.303003E+06 -0.567855E+05
 -0.133943E+09  0.529278E+06 -0.817680E+04 -0.177958E+06  0.109887E+10  0.159233E+06
 -0.395689E+05 -0.168191E+05 -0.633017E+06 -0.102598E+06  0.143657E+06  0.276510E+07
 0.0503
  0.164366E+08  0.350294E+04  0.662789E+03  0.583040E+06 -0.134496E+09 -0.417936E+05
 -0.437344E+04  0.164320E+08 -0.212055E+04  0.134385E+09  0.592109E+06 -0.125316E+05
  0.872984E+03 -0.231647E+04  0.117244E+08 -0.313146E+05 -0.991338E+04 -0.596152E+06
  0.521550E+06  0.134144E+09 -0.291689E+05  0.110012E+10  0.307844E+06 -0.576181E+05
 -0.134262E+09  0.530154E+06 -0.802247E+04 -0.182570E+06  0.110151E+10  0.161800E+06
 -0.398726E+05 -0.169215E+05 -0.632182E+06 -0.103466E+06  0.146182E+06  0.276538E+07
 0.0906
  0.165303E+08  0.367833E+04  0.640766E+03  0.587963E+06 -0.135269E+09 -0.425319E+05
 -0.455335E+04  0.165257E+08 -0.210328E+04  0.135157E+09  0.597080E+06 -0.127446E+05
  0.874008E+03 -0.232360E+04  0.118640E+08 -0.313022E+05 -0.990900E+04 -0.591524E+06
  0.523568E+06  0.134914E+09 -0.289270E+05  0.110647E+10  0.319796E+06 -0.594236E+05
 -0.135033E+09  0.532208E+06 -0.780188E+04 -0.194299E+06  0.110787E+10  0.167896E+06
 -0.405815E+05 -0.171358E+05 -0.628744E+06 -0.105277E+06  0.152049E+06  0.276620E+07
 0.1309
  0.166863E+08  0.397830E+04  0.629461E+03  0.596187E+06 -0.136556E+09 -0.436897E+05
 -0.485940E+04  0.166816E+08 -0.206984E+04  0.136443E+09  0.605359E+06 -0.130950E+05
  0.882289E+03 -0.233535E+04  0.119198E+08 -0.312944E+05 -0.995525E+04 -0.583890E+06
  0.526839E+06  0.136197E+09 -0.284887E+05  0.111705E+10  0.340126E+06 -0.623432E+05
 -0.136317E+09  0.535503E+06 -0.768614E+04 -0.214444E+06  0.111846E+10  0.177396E+06
 -0.417725E+05 -0.175230E+05 -0.621865E+06 -0.108520E+06  0.161834E+06  0.276784E+07
 0.1712
  0.169172E+08  0.444078E+04  0.607730E+03  0.608488E+06 -0.138461E+09 -0.453492E+05
 -0.534331E+04  0.169124E+08 -0.202733E+04  0.138346E+09  0.617907E+06 -0.136307E+05
  0.892266E+03 -0.236409E+04  0.118440E+08 -0.313892E+05 -0.100448E+05 -0.573805E+06
  0.531535E+06  0.138095E+09 -0.279940E+05  0.113270E+10  0.371867E+06 -0.668458E+05
 -0.138217E+09  0.540381E+06 -0.749417E+04 -0.244184E+06  0.113414E+10  0.191031E+06
 -0.434063E+05 -0.181060E+05 -0.612106E+06 -0.113468E+06  0.175298E+06  0.276972E+07
 0.2115
  0.172415E+08  0.507271E+04  0.608133E+03  0.625676E+06 -0.141134E+09 -0.477132E+05
 -0.601455E+04  0.172365E+08 -0.198315E+04  0.141016E+09  0.635407E+06 -0.143272E+05
  0.912547E+03 -0.238806E+04  0.116220E+08 -0.314988E+05 -0.101855E+05 -0.562961E+06
  0.538074E+06  0.140758E+09 -0.275017E+05  0.115465E+10  0.416282E+06 -0.726690E+05
 -0.140883E+09  0.547224E+06 -0.753108E+04 -0.286272E+06  0.115612E+10  0.210558E+06
 -0.457233E+05 -0.188711E+05 -0.600392E+06 -0.119894E+06  0.194470E+06  0.277187E+07
 0.2518
  0.176789E+08  0.597928E+04  0.608869E+03  0.649209E+06 -0.144739E+09 -0.508597E+05
 -0.697470E+04  0.176737E+08 -0.195126E+04  0.144618E+09  0.659439E+06 -0.153358E+05
  0.936195E+03 -0.242559E+04  0.112661E+08 -0.316858E+05 -0.103974E+05 -0.553401E+06
  0.546521E+06  0.144351E+09 -0.271711E+05  0.118425E+10  0.479116E+06 -0.811212E+05
 -0.144480E+09  0.556093E+06 -0.757562E+04 -0.345340E+06  0.118576E+10  0.236595E+06
 -0.487972E+05 -0.199246E+05 -0.589222E+06 -0.128805E+06  0.220028E+06  0.277382E+07
 0.2921
  0.182498E+08  0.726483E+04  0.647164E+03  0.680718E+06 -0.149444E+09 -0.549629E+05
 -0.831033E+04  0.182443E+08 -0.193990E+04  0.149319E+09  0.691402E+06 -0.165439E+05
  0.967820E+03 -0.248976E+04  0.108107E+08 -0.321582E+05 -0.106749E+05 -0.547209E+06
  0.556689E+06  0.149041E+09 -0.271063E+05  0.122288E+10  0.567474E+06 -0.912544E+05
 -0.149174E+09  0.566641E+06 -0.800238E+04 -0.430519E+06  0.122446E+10  0.270344E+06
 -0.528557E+05 -0.212085E+05 -0.580873E+06 -0.139597E+06  0.253504E+06  0.277813E+07
 0.3324
  0.189661E+08  0.907492E+04  0.702711E+03  0.721814E+06 -0.155349E+09 -0.602423E+05
 -0.101977E+05  0.189602E+08 -0.197069E+04  0.155218E+09  0.733202E+06 -0.180999E+05
  0.101468E+04 -0.258228E+04  0.103009E+08 -0.330045E+05 -0.111166E+05 -0.547044E+06
  0.567693E+06  0.154925E+09 -0.275384E+05  0.127138E+10  0.692559E+06 -0.104280E+06
 -0.155065E+09  0.578221E+06 -0.858406E+04 -0.550448E+06  0.127303E+10  0.313810E+06
 -0.580718E+05 -0.229071E+05 -0.578302E+06 -0.153884E+06  0.296539E+06  0.278281E+07
 0.3727
  0.198229E+08  0.115520E+05  0.784252E+03  0.773500E+06 -0.162418E+09 -0.669606E+05
 -0.127760E+05  0.198165E+08 -0.206505E+04  0.162279E+09  0.785814E+06 -0.200984E+05
  0.107192E+04 -0.269686E+04  0.978427E+07 -0.340950E+05 -0.116637E+05 -0.554891E+06
  0.578114E+06  0.161969E+09 -0.286144E+05  0.132946E+10  0.864405E+06 -0.121030E+06
 -0.162116E+09  0.589416E+06 -0.941089E+04 -0.715530E+06  0.133120E+10  0.369152E+06
 -0.647178E+05 -0.250568E+05 -0.583602E+06 -0.171977E+06  0.351437E+06  0.278796E+07
 0.4130
  0.207813E+08  0.147984E+05  0.898809E+03  0.835279E+06 -0.170334E+09 -0.752308E+05
 -0.161439E+05  0.207744E+08 -0.223808E+04  0.170188E+09  0.848702E+06 -0.225852E+05
  0.113916E+04 -0.282923E+04  0.930383E+07 -0.354794E+05 -0.123043E+05 -0.571815E+06
  0.585681E+06  0.169856E+09 -0.304522E+05  0.139459E+10  0.109056E+07 -0.141924E+06
 -0.170012E+09  0.597947E+06 -0.105159E+05 -0.933219E+06  0.139642E+10  0.437322E+06
 -0.729221E+05 -0.277165E+05 -0.598084E+06 -0.194381E+06  0.419273E+06  0.279345E+07
 0.4533
  0.217470E+08  0.186600E+05  0.104020E+04  0.902613E+06 -0.178329E+09 -0.848774E+05
 -0.201585E+05  0.217395E+08 -0.250503E+04  0.178174E+09  0.917452E+06 -0.255263E+05
  0.121771E+04 -0.297641E+04  0.889418E+07 -0.370752E+05 -0.130456E+05 -0.597951E+06
  0.588150E+06  0.177820E+09 -0.331932E+05  0.146050E+10  0.136319E+07 -0.166631E+06
 -0.177983E+09  0.601626E+06 -0.118216E+05 -0.119480E+07  0.146242E+10  0.516901E+06
 -0.825024E+05 -0.309017E+05 -0.622221E+06 -0.221243E+06  0.498562E+06  0.279886E+07
 0.4936
  0.225481E+08  0.223671E+05  0.122244E+04  0.963176E+06 -0.184996E+09 -0.951302E+05
 -0.239943E+05  0.225403E+08 -0.285826E+04  0.184836E+09  0.979248E+06 -0.287777E+05
  0.129798E+04 -0.313446E+04  0.857788E+07 -0.388243E+05 -0.137903E+05 -0.632362E+06
  0.586037E+06  0.184457E+09 -0.366735E+05  0.151572E+10  0.162839E+07 -0.193953E+06
 -0.184626E+09  0.600556E+06 -0.134298E+05 -0.145021E+07  0.151770E+10  0.601512E+06
 -0.928210E+05 -0.344868E+05 -0.655153E+06 -0.251478E+06  0.583963E+06  0.280501E+07
 0.5339
  0.229304E+08  0.240001E+05  0.143318E+04  0.992425E+06 -0.188245E+09 -0.104612E+06
 -0.256707E+05  0.229226E+08 -0.328347E+04  0.188087E+09  0.100897E+07 -0.319652E+05
  0.135527E+04 -0.324736E+04  0.836537E+07 -0.402142E+05 -0.142795E+05 -0.673407E+06
  0.586429E+06  0.187686E+09 -0.407522E+05  0.154315E+10  0.175534E+07 -0.220837E+06
 -0.187854E+09  0.601391E+06 -0.152369E+05 -0.157269E+07  0.154513E+10  0.680010E+06
 -0.102443E+06 -0.380131E+05 -0.695285E+06 -0.281305E+06  0.663873E+06  0.281120E+07
 0.5742
  0.225975E+08  0.205662E+05  0.161262E+04  0.955271E+06 -0.185636E+09 -0.110919E+06
 -0.221731E+05  0.225906E+08 -0.370434E+04  0.185488E+09  0.971388E+06 -0.346941E+05
  0.136665E+04 -0.325870E+04  0.825480E+07 -0.407230E+05 -0.143518E+05 -0.719021E+06
  0.603794E+06  0.185075E+09 -0.447761E+05  0.152277E+10  0.153960E+07 -0.243983E+06
 -0.185232E+09  0.618382E+06 -0.166938E+05 -0.135910E+07  0.152463E+10  0.732890E+06
 -0.108942E+06 -0.409241E+05 -0.740233E+06 -0.306174E+06  0.718669E+06  0.281490E+07
 0.6145
  0.213322E+08  0.940270E+04  0.176455E+04  0.821844E+06 -0.175364E+09 -0.111100E+06
 -0.107409E+05  0.213272E+08 -0.402132E+04  0.175240E+09  0.835828E+06 -0.360953E+05
  0.133335E+04 -0.316918E+04  0.823598E+07 -0.403347E+05 -0.140194E+05 -0.765483E+06
  0.653084E+06  0.174827E+09 -0.478462E+05  0.143966E+10  0.792770E+06 -0.256154E+06
 -0.174961E+09  0.665760E+06 -0.178514E+05 -0.627007E+06  0.144127E+10  0.735526E+06
 -0.109502E+06 -0.424391E+05 -0.786898E+06 -0.319496E+06  0.724628E+06  0.281852E+07
 0.6548
  0.191418E+08 -0.942480E+04  0.185030E+04  0.592472E+06 -0.157463E+09 -0.103538E+06
  0.854788E+04  0.191392E+08 -0.415015E+04  0.157369E+09  0.602497E+06 -0.355813E+05
  0.122178E+04 -0.292383E+04  0.829252E+07 -0.385421E+05 -0.129243E+05 -0.810594E+06
  0.734154E+06  0.156974E+09 -0.492458E+05  0.129387E+10 -0.487261E+06 -0.252384E+06
 -0.157077E+09  0.743406E+06 -0.184214E+05  0.624063E+06  0.129514E+10  0.674879E+06
 -0.102317E+06 -0.417007E+05 -0.832074E+06 -0.314060E+06  0.667201E+06  0.281988E+07
