Nb de frequency :   100
 0.0100
  0.201663E-05 -0.755675E-07 -0.457533E-02 -0.752509E-07 -0.165361E-04 -0.207170E-05
 -0.696556E-06  0.178214E-05  0.211562E-03  0.166126E-04  0.606376E-05 -0.157886E-04
 -0.213623E-05 -0.541687E-05  0.549508E+02 -0.115967E-04 -0.122070E-05  0.143951E-02
 -0.864007E-05  0.195175E-04  0.113411E-01  0.165106E-03  0.754650E-04  0.467031E-04
 -0.210427E-04 -0.463683E-05  0.470686E-01 -0.399256E-04  0.179084E-03  0.242256E-04
 -0.470281E-06 -0.572205E-07 -0.362105E+00 -0.152111E-05  0.398159E-05  0.518560E-07
 0.0503
  0.382140E+00  0.135340E-03 -0.584530E+00  0.153205E-01 -0.312140E+01 -0.123965E-02
 -0.635078E-04  0.382536E+00  0.474808E-01  0.312359E+01  0.144919E-01 -0.206925E-02
 -0.119740E-02  0.378255E-02  0.686930E+04  0.110038E+00  0.297200E-01  0.453081E+01
  0.876543E-02  0.311662E+01  0.170095E+01  0.254410E+02  0.461187E-01 -0.801395E-02
 -0.311828E+01  0.130173E-01  0.600236E+01 -0.920347E-02  0.254693E+02  0.102924E-01
 -0.637317E-03 -0.107171E-03 -0.410255E+02 -0.134822E-02  0.524322E-02 -0.287520E-01
 0.0906
  0.236477E+02  0.146397E-01 -0.341967E+01  0.992276E+00 -0.193199E+03 -0.510982E-01
 -0.153027E-01  0.236380E+02  0.548925E+00  0.192998E+03  0.998850E+00 -0.891044E-02
 -0.250848E-01  0.860934E-01  0.384632E+05  0.200324E+01  0.521693E+00  0.832076E+02
  0.757844E+00  0.192753E+03  0.129929E+02  0.157381E+04  0.920044E+00 -0.863573E-01
 -0.192969E+03  0.782438E+00  0.350783E+02 -0.739536E+00  0.157656E+04  0.429024E+00
 -0.376797E-01 -0.108949E-01 -0.173414E+03 -0.959675E-01  0.306418E+00 -0.378024E+00
 0.1309
  0.306184E+03  0.207596E+00 -0.102777E+02  0.129717E+02 -0.250185E+04 -0.650533E+00
 -0.223277E+00  0.306049E+03  0.285860E+01  0.249917E+04  0.131137E+02 -0.155075E+00
 -0.153793E+00  0.427884E+00  0.108366E+06  0.118544E+02  0.300477E+01  0.497749E+03
  0.979653E+01  0.249612E+04  0.526367E+02  0.203837E+05  0.120713E+02 -0.100058E+01
 -0.249884E+04  0.995631E+01  0.105171E+03 -0.107328E+02  0.204186E+05  0.539507E+01
 -0.527297E+00 -0.148397E+00 -0.232374E+03 -0.124884E+01  0.429804E+01 -0.105280E+01
 0.1712
  0.196544E+04  0.146345E+01 -0.228927E+02  0.841690E+02 -0.160629E+05 -0.435733E+01
 -0.159784E+01  0.196455E+04  0.974296E+01  0.160456E+05  0.853280E+02 -0.101207E+01
 -0.499257E+00  0.135599E+01  0.220651E+06  0.405612E+02  0.102353E+02  0.177475E+04
  0.618113E+02  0.160257E+05  0.153709E+03  0.130894E+06  0.845302E+02 -0.767689E+01
 -0.160432E+05  0.625760E+02  0.233080E+03 -0.783961E+02  0.131119E+06  0.359301E+02
 -0.370686E+01 -0.101318E+01  0.267187E+03 -0.837621E+01  0.302656E+02  0.212154E+01
 0.2115
  0.843007E+04  0.708190E+01 -0.427784E+02  0.366689E+03 -0.689139E+05 -0.201117E+02
 -0.763603E+01  0.842627E+04  0.250253E+02  0.688401E+05  0.371586E+03 -0.477707E+01
 -0.116499E+01  0.311489E+01  0.368836E+06  0.101501E+03  0.244961E+02  0.466630E+04
  0.257130E+03  0.687524E+05  0.359085E+03  0.561698E+06  0.420599E+03 -0.372060E+02
 -0.688273E+05  0.260591E+03  0.431813E+03 -0.392466E+03  0.562659E+06  0.165058E+03
 -0.176214E+02 -0.475276E+01  0.209710E+04 -0.390450E+02  0.143958E+03  0.265958E+02
 0.2518
  0.278160E+05  0.269471E+02 -0.709175E+02  0.123583E+04 -0.227460E+06 -0.724699E+02
 -0.288050E+02  0.278031E+05  0.535331E+02  0.227215E+06  0.125226E+04 -0.173138E+02
 -0.198159E+01  0.574067E+01  0.537468E+06  0.201392E+03  0.455083E+02  0.100030E+05
  0.814141E+03  0.226917E+06  0.720339E+03  0.185447E+07  0.164025E+04 -0.138299E+03
 -0.227166E+06  0.826084E+03  0.708937E+03 -0.154301E+04  0.185765E+07  0.593653E+03
 -0.649972E+02 -0.173265E+02  0.616116E+04 -0.142171E+03  0.531204E+03  0.114795E+03
 0.2921
  0.763221E+05  0.869379E+02 -0.107868E+03  0.348731E+04 -0.624346E+06 -0.219364E+03
 -0.923296E+02  0.762855E+05  0.994721E+02  0.623667E+06  0.353491E+04 -0.522312E+02
 -0.241571E+01  0.795003E+01  0.705770E+06  0.340586E+03  0.676443E+02  0.184805E+05
  0.211097E+04  0.622819E+06  0.127291E+04  0.509192E+07  0.542533E+04 -0.422088E+03
 -0.623510E+06  0.214705E+04  0.106310E+04 -0.512969E+04  0.510066E+07  0.179479E+04
 -0.200427E+03 -0.530373E+02  0.132604E+05 -0.435694E+03  0.163854E+04  0.347862E+03
 0.3324
  0.182565E+06  0.248802E+03 -0.153158E+03  0.865227E+04 -0.149411E+07 -0.582054E+03
 -0.262954E+03  0.182472E+06  0.165846E+03  0.149246E+07  0.877693E+04 -0.139176E+03
 -0.989481E+00  0.716790E+01  0.852128E+06  0.489910E+03  0.748474E+02  0.304491E+05
  0.467110E+04  0.149035E+07  0.203757E+04  0.121900E+08  0.158800E+05 -0.113394E+04
 -0.149203E+07  0.476703E+04  0.148748E+04 -0.150904E+05  0.122110E+08  0.475984E+04
 -0.540190E+03 -0.142402E+03  0.238602E+05 -0.117211E+04  0.441765E+04  0.854558E+03
 0.3727
