
      0    161    260      1
    1 -0.4019333E+01  0.1871067E+02 -0.3880000E+01 -0.1545573E+00  0.9758197E+00  0.1545573E+00  0.1861309E+02
    1 -0.1321933E+02 -0.1202633E+02 -0.1603867E+02 -0.6316791E+00 -0.6316791E+00 -0.4494030E+00  0.1857257E+02
    1 -0.1444133E+02  0.1666667E+01 -0.2123067E+02 -0.7027126E+00  0.1113098E+00 -0.7027127E+00  0.1573901E+02
    1 -0.1277467E+02  0.2877666E+01 -0.2270533E+02 -0.7026471E+00  0.1114023E+00 -0.7027635E+00  0.1143703E+02
    1 -0.6366667E+00  0.7938000E+01 -0.2607400E+02 -0.7159631E-01  0.4528110E+00 -0.8887273E+00  0.5991804E+01
    1 -0.1959333E+01 -0.1903700E+02 -0.3880000E+01 -0.1545567E+00 -0.9758157E+00  0.1545831E+00  0.1861316E+02
    1 -0.4019333E+01 -0.1903700E+02 -0.5940000E+01 -0.1545831E+00 -0.9758155E+00  0.1545579E+00  0.1956948E+02
    1 -0.6048000E+01  0.5181000E+01 -0.2607400E+02 -0.3241928E+00  0.3241927E+00 -0.8887058E+00  0.5989719E+01
    1 -0.8856334E+01  0.4151000E+01 -0.2512700E+02 -0.4085693E+00  0.2080874E+00 -0.8886905E+00  0.1139336E+02
    1 -0.6796333E+01  0.4151000E+01 -0.2607400E+02 -0.4084898E+00  0.2081567E+00 -0.8887107E+00  0.5991633E+01
    1 -0.7746000E+01  0.1847667E+01 -0.2607400E+02 -0.4529115E+00  0.7161225E-01 -0.8886747E+00  0.5990474E+01
    1 -0.9705333E+01  0.1211000E+01 -0.2512700E+02 -0.4528046E+00  0.7179057E-01 -0.8887148E+00  0.1139714E+02
    1 -0.4019333E+01 -0.1871067E+02 -0.1212000E+02 -0.1545573E+00 -0.9758198E+00 -0.1545573E+00  0.1861309E+02
    1 -0.1959333E+01 -0.1776367E+02 -0.1603867E+02 -0.1397405E+00 -0.8822715E+00 -0.4495217E+00  0.1857463E+02
    1  0.1277467E+02  0.1424933E+02 -0.3880000E+01  0.6986008E+00  0.6986007E+00  0.1546417E+00  0.1861252E+02
    1  0.1444133E+02  0.1303867E+02 -0.5940000E+01  0.6986007E+00  0.6986007E+00  0.1546417E+00  0.1956792E+02
    1 -0.2060000E+01 -0.1934733E+02 -0.1006000E+02 -0.1545825E+00 -0.9758117E+00 -0.1545825E+00  0.1956956E+02
    1 -0.1303867E+02 -0.1211000E+01 -0.2270533E+02 -0.7027045E+00 -0.1114113E+00 -0.7027046E+00  0.1143610E+02
    1  0.1903700E+02  0.4019333E+01 -0.1006000E+02  0.9758155E+00  0.1545831E+00 -0.1545579E+00  0.1956948E+02
    1 -0.1424933E+02 -0.2877666E+01 -0.2123067E+02 -0.7026709E+00 -0.1113032E+00 -0.7027555E+00  0.1573994E+02
    1  0.1903700E+02  0.1959333E+01 -0.1212000E+02  0.9758157E+00  0.1545567E+00 -0.1545831E+00  0.1861317E+02
    1  0.1749967E+02  0.7746000E+01 -0.1212000E+02  0.8802702E+00  0.4486025E+00 -0.1545323E+00  0.1861154E+02
    1  0.1686300E+02  0.9705334E+01 -0.1006000E+02  0.8802988E+00  0.4485166E+00 -0.1546185E+00  0.1957272E+02
    1  0.1303867E+02  0.1444133E+02 -0.1006000E+02  0.6986007E+00  0.6986007E+00 -0.1546417E+00  0.1956792E+02
    1  0.1424933E+02  0.1277467E+02 -0.1212000E+02  0.6986007E+00  0.6986007E+00 -0.1546417E+00  0.1861252E+02
    1 -0.3626000E+01  0.1749967E+02 -0.1603867E+02 -0.1397398E+00  0.8822674E+00 -0.4495299E+00  0.1857471E+02
    1 -0.1831663E+02  0.5439981E+00 -0.6066667E+00 -0.8822701E+00  0.1397510E+00  0.4495212E+00  0.1683288E+01
    1  0.1552267E+02  0.8856334E+01 -0.1603867E+02  0.7959214E+00  0.4056168E+00 -0.4494264E+00  0.1857216E+02
    1 -0.1325440E+02  0.1270828E+02 -0.9691584E+00 -0.6316791E+00  0.6316790E+00  0.4494030E+00  0.1014548E+02
    1  0.1202633E+02  0.1321933E+02 -0.1603867E+02  0.6316791E+00  0.6316791E+00 -0.4494030E+00  0.1857257E+02
    1 -0.9604667E+01  0.1655267E+02 -0.3880000E+01 -0.4485962E+00  0.8802578E+00  0.1546207E+00  0.1861180E+02
    1  0.8563666E+01  0.1462200E+02 -0.1789733E+02  0.4054938E+00  0.7959891E+00 -0.4494175E+00  0.1580005E+02
    1 -0.7938000E+01  0.1776367E+02 -0.5940000E+01 -0.4485226E+00  0.8803105E+00  0.1545344E+00  0.1957246E+02
    1 -0.1424933E+02  0.1277467E+02 -0.3880000E+01 -0.6986007E+00  0.6986008E+00  0.1546417E+00  0.1861252E+02
    1 -0.1303867E+02  0.1444133E+02 -0.5940000E+01 -0.6986007E+00  0.6986007E+00  0.1546417E+00  0.1956792E+02
    1  0.1686300E+02  0.1666667E+01 -0.1789733E+02  0.8822700E+00  0.1397517E+00 -0.4495209E+00  0.1580015E+02
    1  0.1749967E+02  0.3626000E+01 -0.1603867E+02  0.8822674E+00  0.1397398E+00 -0.4495299E+00  0.1857471E+02
    1 -0.7746000E+01  0.1749967E+02 -0.1212000E+02 -0.4486025E+00  0.8802702E+00 -0.1545323E+00  0.1861154E+02
    1 -0.9705334E+01  0.1686300E+02 -0.1006000E+02 -0.4485166E+00  0.8802988E+00 -0.1546185E+00  0.1957272E+02
    1 -0.1513798E+02 -0.1032603E+02 -0.6066667E+00 -0.7959888E+00 -0.4054941E+00  0.4494178E+00  0.1683277E+01
    1 -0.1424933E+02  0.1277467E+02 -0.1212000E+02 -0.6986007E+00  0.6986007E+00 -0.1546417E+00  0.1861252E+02
    1 -0.1303867E+02  0.1444133E+02 -0.1006000E+02 -0.6986007E+00  0.6986007E+00 -0.1546417E+00  0.1956792E+02
    1  0.1266300E+02  0.1126033E+02 -0.1789733E+02  0.6316791E+00  0.6316791E+00 -0.4494030E+00  0.1579640E+02
    1 -0.1120622E+02 -0.1449856E+02 -0.6066667E+00 -0.6316785E+00 -0.6316795E+00  0.4494034E+00  0.1682888E+01
    1 -0.1325440E+02 -0.1270828E+02 -0.9691585E+00 -0.6316791E+00 -0.6316790E+00  0.4494030E+00  0.1014548E+02
    1 -0.8678843E+01 -0.1618220E+02 -0.9691585E+00 -0.4056168E+00 -0.7959213E+00  0.4494264E+00  0.1014525E+02
    1  0.6048000E+01  0.1321933E+02 -0.2123067E+02  0.3229319E+00  0.6339191E+00 -0.7027529E+00  0.1574070E+02
    1 -0.1758822E+02 -0.5142950E+01 -0.6066667E+00 -0.8822655E+00 -0.1397503E+00  0.4495304E+00  0.1683297E+01
    1 -0.1653285E+02 -0.7990511E+01 -0.9691586E+00 -0.7958759E+00 -0.4055936E+00  0.4495279E+00  0.1014583E+02
