  2   0
     1 -0.8728620E-10  0.1902100E+02 -0.1820000E+01
     2 -0.6180000E+01  0.1902100E+02 -0.8000000E+01
     3 -0.5878000E+01  0.1809000E+02 -0.1820000E+01
     4 -0.1538800E+02 -0.1118000E+02 -0.1418000E+02
     5 -0.1309000E+02 -0.9511000E+01 -0.1975600E+02
     6 -0.1118000E+02 -0.1538800E+02 -0.1418000E+02
     7 -0.1538800E+02  0.5000000E+01 -0.1975600E+02
     8 -0.1175600E+02  0.0000000E+00 -0.2418000E+02
     9 -0.1618000E+02  0.0000000E+00 -0.1975600E+02
    10 -0.1118000E+02  0.3633000E+01 -0.2418000E+02
    11 -0.9416204E-14  0.1175600E+02 -0.2418000E+02
    12  0.0000000E+00  0.6180000E+01 -0.2702100E+02
    13 -0.1910000E+01  0.5878000E+01 -0.2702100E+02
    14 -0.5878000E+01 -0.1809000E+02 -0.1820000E+01
    15  0.6305055E-14 -0.2000000E+02 -0.8000000E+01
    16 -0.2715700E-09 -0.1902100E+02 -0.1820000E+01
    17 -0.6180000E+01 -0.1902100E+02 -0.8000000E+01
    18 -0.3633000E+01  0.5000000E+01 -0.2702100E+02
    19 -0.5000000E+01  0.3633000E+01 -0.2702100E+02
    20 -0.9511000E+01  0.6910000E+01 -0.2418000E+02
    21 -0.5878000E+01  0.1910000E+01 -0.2702100E+02
    22 -0.6180000E+01  0.6364473E-14 -0.2702100E+02
    23 -0.5878000E+01 -0.1809000E+02 -0.1418000E+02
    24  0.0000000E+00 -0.1902100E+02 -0.1418000E+02
    25 -0.8332613E-14 -0.1618000E+02 -0.1975600E+02
    26  0.1118000E+02  0.1538800E+02 -0.1820000E+01
    27  0.1538800E+02  0.1118000E+02 -0.1820000E+01
    28  0.1175600E+02  0.1618000E+02 -0.8000000E+01
    29  0.1618000E+02  0.1175600E+02 -0.8000000E+01
    30 -0.1118000E+02 -0.3633000E+01 -0.2418000E+02
    31  0.2000000E+02 -0.8254723E-10 -0.8000000E+01
    32  0.1809000E+02  0.5878000E+01 -0.1418000E+02
    33  0.1902100E+02  0.6180000E+01 -0.8000000E+01
    34 -0.1538800E+02 -0.5000000E+01 -0.1975600E+02
    35  0.1902100E+02  0.0000000E+00 -0.1418000E+02
    36  0.1538800E+02  0.1118000E+02 -0.1418000E+02
    37  0.1118000E+02  0.1538800E+02 -0.1418000E+02
    38 -0.5000000E+01  0.1538800E+02 -0.1975600E+02
    39 -0.5878000E+01  0.1809000E+02 -0.1418000E+02
    40  0.0000000E+00  0.1902100E+02 -0.1418000E+02
    41 -0.1902100E+02  0.2245941E-09 -0.1820000E+01
    42  0.1309000E+02  0.9511000E+01 -0.1975600E+02
    43 -0.1118000E+02  0.1538800E+02 -0.1820000E+01
    44 -0.1538800E+02  0.1118000E+02 -0.1820000E+01
    45  0.9511000E+01  0.1309000E+02 -0.1975600E+02
    46 -0.1175600E+02  0.1618000E+02 -0.8000000E+01
    47  0.5000000E+01  0.1538800E+02 -0.1975600E+02
    48 -0.1618000E+02  0.1175600E+02 -0.8000000E+01
    49  0.1538800E+02  0.5000000E+01 -0.1975600E+02
    50  0.1618000E+02  0.0000000E+00 -0.1975600E+02
    51 -0.1118000E+02  0.1538800E+02 -0.1418000E+02
    52 -0.1538800E+02 -0.1118000E+02 -0.1820000E+01
    53 -0.1538800E+02  0.1118000E+02 -0.1418000E+02
    54 -0.1118000E+02 -0.1538800E+02 -0.1820000E+01
    55  0.3633000E+01  0.1118000E+02 -0.2418000E+02
    56 -0.1809000E+02 -0.5878000E+01 -0.1820000E+01
    57  0.6910000E+01  0.9511000E+01 -0.2418000E+02
    58  0.9511000E+01  0.6910000E+01 -0.2418000E+02
    59 -0.1809000E+02  0.5878000E+01 -0.1820000E+01
    60 -0.2000000E+02 -0.9483937E-15 -0.8000000E+01
    61  0.1763595E-13  0.1618000E+02 -0.1975600E+02
    62 -0.1902100E+02  0.6180000E+01 -0.8000000E+01
    63  0.5878000E+01  0.1809000E+02 -0.1820000E+01
    64 -0.6305055E-14  0.2000000E+02 -0.8000000E+01
    65  0.6180000E+01  0.1902100E+02 -0.8000000E+01
    66 -0.1809000E+02  0.5878000E+01 -0.1418000E+02
    67 -0.1902100E+02  0.0000000E+00 -0.1418000E+02
    68  0.5878000E+01  0.1809000E+02 -0.1418000E+02
    69  0.1902100E+02  0.6410857E-10 -0.1820000E+01
    70  0.1118000E+02  0.3633000E+01 -0.2418000E+02
    71  0.1175600E+02  0.0000000E+00 -0.2418000E+02
    72 -0.3633000E+01  0.1118000E+02 -0.2418000E+02
    73 -0.9511000E+01  0.1309000E+02 -0.1975600E+02
    74  0.5878000E+01  0.1910000E+01 -0.2702100E+02
    75  0.1809000E+02  0.5878000E+01 -0.1820000E+01
    76 -0.1309000E+02  0.9511000E+01 -0.1975600E+02
